Date,Snow_depth_cm,accumulation,melt,
3/7/2020,20,,melt,
3/8/2020,15,,melt,
3/9/2020,15,,melt,
data gap,,,,
6/20/2020,0,,,
6/21/2020,0,,,
6/22/2020,0,,,
6/23/2020,0,,,
6/24/2020,0,,,
6/25/2020,0,,,
6/26/2020,0,,,
6/27/2020,0,,,
6/28/2020,0,,,
6/29/2020,0,,,
6/30/2020,0,,,
7/1/2020,0,,,
7/2/2020,0,,,
7/3/2020,0,,,
7/4/2020,0,,,
7/5/2020,0,,,
7/6/2020,0,,,
7/7/2020,0,,,
7/8/2020,0,,,
7/9/2020,0,,,
7/10/2020,0,,,
7/11/2020,0,,,
7/12/2020,0,,,
7/13/2020,0,,,
7/14/2020,0,,,
7/15/2020,0,,,
7/16/2020,0,,,
7/17/2020,0,,,
7/18/2020,0,,,
7/19/2020,0,,,
7/20/2020,0,,,
7/21/2020,0,,,
7/22/2020,0,,,
7/23/2020,0,,,
7/24/2020,0,,,
7/25/2020,0,,,
7/26/2020,0,,,
7/27/2020,0,,,
7/28/2020,0,,,
7/29/2020,0,,,
7/30/2020,0,,,
7/31/2020,0,,,
8/1/2020,0,,,
8/2/2020,0,,,
8/3/2020,0,,,
8/4/2020,0,,,
8/5/2020,0,,,
8/6/2020,0,,,
8/7/2020,0,,,
8/8/2020,0,,,
8/9/2020,0,,,
8/10/2020,0,,,
8/11/2020,0,,,
8/12/2020,0,,,
8/13/2020,0,,,
8/14/2020,0,,,
8/15/2020,0,,,
8/16/2020,0,,,
